Sector,SubIndustry1,SubIndustry2,SubIndustry3,SubIndustry4,SubIndustry5,SubIndustry6,SubIndustry7,SubIndustry8,SubIndustry9,Metric,Segment1,Segment2,Segment3,Segment4,Report Name,Time Unit,From,To,Data Unit,Unit Description,Written Explanation,Region,Report Description,Report Link,Report Last Published,Price,Report Update Frequency,Publisher,Publisher Description,Report Quality,Completeness,Cataloger Notes,Catalog Group Source,Page
Technology,Cybersecurity,,,,,,,,,Sales,,,,,IDC Technology Spotlight - Developing Your Security Fabric,year,1/2/17,12/31/22,Dollars ($),US State Spending,"2017-2022. Dataset contains U.S. State Spending on Security Software, Hardware, and Services on page 2",US,Report contains cybersecurity statistics related to implementation by US State 2017-2022,https://www.fortinet.com/content/dam/fortinet/assets/analyst-reports/idc-developing-your-security-fabric.pdf,5/1/19,0,irregular,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,1,,,2
Technology,Cybersecurity,,,,,,,,,Sales,,,,,IT Security Dossier,year,1/1/16,12/31/22,Dollars ($),Revenue,2016-2022. Dataset has global information security revenue on page 7-17,Global,"This dossier contains a range of selected facts and statistics about IT security worldwide and features chapters with a specific focus on cybersecurity and IT security appliances, 2018",https://www.statista.com/study/15503/information-security-statista-dossier/,10/31/18,365,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,17-Jul
Technology,Cybersecurity,,,,,,,,,Sales,,,,,IT trends in Japan for 2017,year,1/1/14,12/31/20,Dollars ($),Revenue Japan Only,2014-2020. Dataset contains Japan's SaaS Cybersecurity Market Forecast on page 35,Japan,"This report contains Japan's IT Revenue, 1980-2014",https://www.eas.ee/wp-content/uploads/2017/02/170114_IT-trends.pdf,12/15/17,0,irregular,ITR,ITR is a company focused research and advisory firm.,2,1,,,35
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Longer Term Investments - Security & Safety,year,1/1/15,12/31/14,Dollars ($),Spend,2015. Dataset contains cybersecurity spending on page 3,Global,"Report contains cybersecurity spending data and breach statistics, 2017",https://www.ubs.com/content/dam/WealthManagementAmericas/documents/lti-security-and-safety-2017-01-18.pdf,1/18/17,0,irregular,UBS,UBS is a global investment banking firm providing financial services in over 50 countries,2,3,,,3
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Market forecasts on IT security spending growth worldwide, through to 2020",year,1/1/16,12/31/20,Dollars ($),Spend,2017-2020. Dataset has IT security spending,Global,"Report contains market forecasts on IT security spending growth worldwide, 2017-2020",https://www.statista.com/statistics/797028/worldwide-market-forecasts-security-spending-growth/,9/30/17,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Market Share: Enterprise Infrastructure Software, Worldwide, 2018",year,1/1/17,1/1/19,Dollars ($),Spending,2017-2023. Dataset contains worldwide Enterprise Infrastructure Software Spending,Global,"This report contains Worldwide Enterprise Infrastructure Software Market revenue segmented by vendors, 2017-2018",https://www.gartner.com/en/documents/3906930,4/16/19,6995,quarter,Gartner,"Gartner is a global research and advisory firm that provides insights, advice, and tools",3,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Media alert: Rising cyber-security threats fuel 9% growth in global security market in Q3 2017,quarter,7/1/16,9/30/17,Dollars ($),Revenue,2016Q3 & 2017Q3. Dataset contains (IT) security revenue segmented by vendor on page 2,Global,Report contains IT security market size 2016-2017,https://www.canalys.com/static/press_release/2017/media-alert-121217-rising-cyber-security-threats-fuel-9-growth-global-security-market-q3-2017.pdf,12/12/17,0,irregular,Canalys,Canalys is a global technology market analyst firm,2,3,,,2
Technology,Cybersecurity,,,,,,,,,Sales,,,,,New IDC Spending Guide Forecasts Worldwide Spending on Security Solutions Will Reach $133.7 Billion in 2022,year,1/1/17,12/31/22,Dollars ($),Spend,"2017, 2022. Dataset contains security spend on hardware, software, and services forecasted to 2022","Global, USA, United States, UK, United Kingdom, China, Japan, Germany","Report contains IDC spending forecast on security solutions segmented by country, 2018-2022",https://www.idc.com/getdoc.jsp?containerId=prUS44370418,10/4/18,0,quarter,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Q1: Quarterly Industry Update Cyber Security,quarter,6/1/17,3/1/19,Dollars ($),Revenue Growth,2017-2019. Dataset contains the median revenue growth of Cybersecurity companies on page 3.,Global,"Report contains historical cybersecurity revenue, 2017-2019",http://cogentvaluation.com/wp-content/uploads/2019/07/Cyber-Security-1Q-2019.pdf,3/31/19,0,quarter,Cogent Valuation,Cogent Valuation is a business valuation firm that provides independent valuation and financial advisory opinions,2,2,,,3
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Quarterly revenue of the information technology security market in 2016 and 2017, by segment (in billion U.S. dollars)",quarter,1/1/16,12/31/17,Dollars ($),Revenue,2016-2017. Dataset contains information technology security revenue,Global,Report contains quarterly revenue of the information technology security market by segment  in 2016 and 2017,https://www.statista.com/statistics/820409/worldwide-it-security-market-size-by-segment/,3/31/18,0,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,SECURITY FOR DIGITAL TRANSFORMATION,year,1/1/18,12/31/22,Dollars ($),Spending,"2018-2022. Dataset contains worldwide Cybersecurity market spending forecast, on page 3.",Global,"Report contains worldwide Cybersecurity market revenue, forecast, and gross margin for multiple services and products segments 2018-2022",https://www.singtel.com/content/dam/singtel/investorRelations/factsheetsAndPresentation/2019/Singtel_Investor_Day_2019_Trustwave.pdf,6/11/19,0,irregular,Trustwave,"Trust wave is an information security company that provides threat, vulnerability and compliance management services",2,3,,,3
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Security software - Statistics & Facts,year,1/1/16,12/31/22,Dollars ($),Software Revenue,2016-2022. Report has this data,Global,"Report contains a collection of security software statistics, 2009-2022",https://www.statista.com/topics/2208/security-software/,9/30/18,365,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,2,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Security software revenue growth over previous year worldwide from 2009 to 2017,year,1/1/09,12/31/17,Dollars ($),Software Only Revenue,2009-2018. Dataset has global security software revenue,Global,This report contains security software revenue growth over previous year worldwide from 2009-2017,https://www.statista.com/statistics/305053/worldwide-growth-revenue-of-security-software/,7/31/18,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,2,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Singtel Digital Transformation, 2018",year,1/1/16,12/31/20,Dollars ($),Revenue,2016-2021. Dataset has cybersecurity revenue,Global,"Report contains Singtel's financial data as well as industry forecasts, 2016-2021",https://www.singtel.com/content/dam/singtel/investorRelations/financialResults/2018/Q4FY18-Investor-Slides.pdf,5/17/18,0,annual,Singtel,Singtel is a Singapore Telecommunications and the largest mobile network operator in Singapore,2,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Size of the cybersecurity market worldwide, from 2017 to 2023 (in billion U.S. dollars)",year,1/1/17,12/31/23,Dollars ($),Revenue,2017-2023. Dataset contains market size for cybersecurity worldwide,Global,"Report contains a single chart of market size of cybersecurity worldwide, from 2017 to 2023",https://www.statista.com/statistics/595182/worldwide-security-as-a-service-market-size/,9/1/18,0,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Size of the information security technology market (in billion U.S. dollars) from 2016-2022,year,1/1/16,12/31/22,Dollars ($),Revenue,2016-2022. Dataset has information security revenue,Global,This report contains the size of the information security technology market (in billion U.S. dollars) from 2016-2022,https://www.statista.com/statistics/640141/worldwide-information-security-market-size/,10/31/18,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,The 2018 To 2019 Global Tech Market Outlook (FREE),year,1/1/14,12/31/19,Dollars ($),Spend,"2014-2019. Dataset contains security revenue on page 22, 23",Global,Report contains Forrester's global tech market outlook 2018-2019,http://files.runet-id.com/2018/digitalcitymoscow/presentations/13mar.digitalcitymoscow18--makedonskiy.pdf,3/31/18,0,irregular,Forrester,Forrester is a leading technology and IT market research and advisory firm,3,3,,,"22, 23"
Technology,Cybersecurity,,,,,,,,,Sales,,,,,The Economic and Social Impact of Software & Services on Competitiveness and Innovation,year,1/1/15,12/31/20,Dollars ($),"EU, US, India Software Only Revenue",2015 & 2020. Dataset contains security software revenue on page 44,"US, Germany, Italy, UK, EU, France, India",Report contains an analysis on the economic and social impact of software & services on competitiveness and innovation,https://joinup.ec.europa.eu/sites/default/files/document/2017-03/kk0417206enn_002.pdf,1/3/17,0,irregular,European Commission,"The European Commission is an institution of the European Union, responsible for proposing legislation, implementing decisions, upholding the EU treaties and managing the day-to-day business of the EU",2,2,,,44
Technology,Cybersecurity,,,,,,,,,Sales,,,,,The world's five largest cybersecurity vendors ranked by market share - analyst,year,1/1/18,12/31/20,Dollars ($),Spending,2018-2020. Dataset contains worldwide Cybersecurity market spending forecast.,Global,"Report contains worldwide Cybersecurity vendors market share, 2017-2020",https://www.channelpartnerinsight.com/channel-partner-insight/news/3073474/the-worlds-five-largest-cybersecurity-vendors-by-market-share-analyst,4/1/19,0,irregular,Canalys,Canalys is a global technology market analyst firm,2,2,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Thomvest Security Industry Overview, 2016",year,1/1/15,12/31/19,Dollars ($),Revenue,2015-2020. Dataset contains cybersecurity revenue on slide 8,Global,"Report contains cybersecurity analysis data, breach statistics and industry forecasts, 2016",https://www.slideshare.net/thomvestventures/thomvest-research-security-industry-overview-122016,12/12/16,0,irregular,Thomvest Ventures,Thomvest Ventures is a cross-stage venture capital fund based in Silicon Valley that has a vertical market focus investment style,2,3,,,8
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Thomvest Ventures Security Market Update,year,1/1/16,12/31/16,Dollars ($),US Only Revenue,2016. Dataset contains US cybersecurity revenue segmented by vendor on slide 7,United States,"Report contains an overview of the cybersecurity industry along with forecasts and vendor data, 2017",https://blog.thomvest.com/security-market-update-31615f2b0b69,10/31/17,0,irregular,Thomvest Ventures,Thomvest Ventures is a cross-stage venture capital fund based in Silicon Valley that has a vertical market focus investment style,2,2,,,7
Technology,Cybersecurity,,,,,,,,,Sales,,,,,Worldwide information security services spending from 2017 to 2019 (in million U.S. dollars),year,1/1/17,12/31/19,Dollars ($),Spending,2017-2019. Report has this data,Global,"Report contains Worldwide information security services spending, 2017-2019",https://www.statista.com/statistics/217362/worldwide-it-security-spending-since-2010/,8/31/18,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Worldwide IT Security Products Forecast, 2018-2022: Do You Make Friends or Acquire Technology to Round Out a Portfolio?",year,1/1/13,12/31/22,Dollars ($),Revenue,2013-2022. Dataset contains IT security products revenue,Global,Report contains data on worldwide IT security products 2013-2022,https://www.idc.com/getdoc.jsp?containerId=US44182918,8/31/18,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,,,,,,,,,Sales,,,,,"Worldwide IT Security Products Market Shares, 2017: Security Vendors Expected to Buy the Groceries and Cook the Meal",quarter,1/1/16,12/31/17,Dollars ($),Products Only Revenue,2016-2017. Dataset contains cybersecurity products revenue,Global,This report contains revenue for worldwide IT security products (2017).,https://www.idc.com/getdoc.jsp?containerId=US44180618,8/1/18,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
